id,label,parent,value
319151000119103_51,null,239792003_13,1
15691321000119101,null,,1
319081000119109,null,,1
1290768009_27,null,239792003_13,2
319061000119100_50,null,1290768009_27,1
15691281000119106,null,,1
319141000119100_50,null,1290768009_27,2
15691281000119106,null,,1
239791005_7,null,69896004_7,15
1073601000119101_76,null,239791005_7,2
16050071000119108,null,,1
318861000119101,null,,2
318921000119103_52,null,239791005_7,1
15692001000119101,null,,1
318971000119102_45,null,239791005_7,6
15692041000119104,null,,2
318911000119105_60,null,239791005_7,1
15691961000119105,null,,1
1222679006,null,,1
318841000119100_60,null,239791005_7,2
15691961000119105,null,,1
318851000119103_52,null,239791005_7,1
15692001000119101,null,,1
318901000119107_45,null,239791005_7,2
15692041000119104,null,,2
308143008,null,,1
1073611000119103_76,null,239791005_7,1
16050071000119108,null,,1
201777003_24,null,69896004_7,3
1073731000119100_50,null,201777003_24,1
15687201000119107_117,null,1073731000119100_50,1
1073811000119102_50,null,201777003_24,1
15687201000119107_118,null,1073811000119102_50,1
398640008,null,,1
201775006_29,null,69896004_7,2
1073721000119103_42,null,201775006_29,1
735599007_18,null,69896004_7,4
1162303002_31,null,735599007_18,2
1162362005,null,,1
1162336001,null,,1
308143008,null,,1
287008006_21,null,69896004_7,13
429192004_40,null,287008006_21,7
1073781000119104_70,null,429192004_40,2
1073601000119101_77,null,1073781000119104_70,2
16050071000119108,null,,1
15686281000119101_221,null,1073781000119104_70,1
16050071000119108,null,,1
201784006,null,,1
201781003,null,,2
1073701000119107_70,null,429192004_40,2
15686281000119101_222,null,1073701000119107_70,1
16050071000119108,null,,1
1073611000119103_77,null,1073701000119107_70,1
16050071000119108,null,,1
201783000,null,,1
201779000_32,null,287008006_21,5
319091000119107,null,,1
318911000119105_61,null,201779000_32,1
15691961000119105,null,,1
319011000119103,null,,1
318841000119100_61,null,201779000_32,2
15691961000119105,null,,1
201771002_22,null,69896004_7,10
1073751000119106_39,null,201771002_22,5
319071000119106_52,null,1073751000119106_39,1
15691321000119101,null,,1
318901000119107_46,null,1073751000119106_39,2
15692041000119104,null,,2
1073831000119107_39,null,201771002_22,8
318971000119102_46,null,1073831000119107_39,6
15692041000119104,null,,2
319151000119103_52,null,1073831000119107_39,1
15691321000119101,null,,1
287006005_15,null,69896004_7,1
319081000119109,null,,1
399923009_40,null,69896004_7,2
287007001_23,null,69896004_7,6
1073711000119105_30,null,287007001_23,3
318861000119101,null,,2
201774005,null,,1
201773004,null,,1
1149219001,null,,1
201769002_22,null,69896004_7,3
318921000119103_53,null,201769002_22,1
15692001000119101,null,,1
299271000119109_35,null,201769002_22,2
319021000119105_59,null,299271000119109_35,1
15691121000119103,null,,1
319101000119102_59,null,299271000119109_35,2
15691121000119103,null,,1
318851000119103_53,null,201769002_22,1
15692001000119101,null,,1
4120002_17,null,363169009_1,12
737180005_28,null,4120002_17,12
47938003_50,null,737180005_28,12
762618008,null,,2
840351007,null,,3
1177120001,null,,5
840350008,null,,2
40100001_17,null,4120002_17,12
47938003_51,null,40100001_17,12
762618008,null,,2
840351007,null,,3
1177120001,null,,5
840350008,null,,2
40122008_14,null,363169009_1,1
398640008,null,,1
363171009_2,null,363170005_1,158
363168001_5,null,363171009_2,3
703938007_10,null,363168001_5,3
367211000119103,null,,3
373405005_4,null,363171009_2,102
363180009_4,null,373405005_4,102
128997002_7,null,363180009_4,102
32398004_16,null,128997002_7,25
396285007_64,null,32398004_16,1
10625071000119104_101,null,396285007_64,1
10625671000119106_147,null,10625071000119104_101,1
10625711000119105,null,,1
10509002_20,null,32398004_16,24
312371005_48,null,10509002_20,22
233601004_90,null,312371005_48,22
138389411000119105,null,,22
106001000119101,null,,2
40600002_41,null,32398004_16,1
10625711000119105,null,,1
16146001_40,null,32398004_16,22
233601004_91,null,16146001_40,22
138389411000119105,null,,22
205237003_15,null,128997002_7,69
233604007_28,null,205237003_15,69
396285007_65,null,233604007_28,1
10625071000119104_102,null,396285007_65,1
10625671000119106_148,null,10625071000119104_102,1
10625711000119105,null,,1
53084003_38,null,233604007_28,3
10625071000119104_103,null,53084003_38,1
10625671000119106_149,null,10625071000119104_103,1
10625711000119105,null,,1
409665004_38,null,53084003_38,1
233607000_85,null,409665004_38,1
10625711000119105,null,,1
733051000_46,null,53084003_38,1
34020007_47,null,733051000_46,1
10625671000119106_150,null,34020007_47,1
10625711000119105,null,,1
233607000_86,null,34020007_47,1
10625711000119105,null,,1
430395005_39,null,53084003_38,2
70036007,null,,1
195888009_47,null,430395005_39,1
39172002,null,,1
75570004_38,null,233604007_28,66
713084008_46,null,75570004_38,66
882784691000119100,null,,66
4120002_18,null,128997002_7,12
737180005_29,null,4120002_18,12
47938003_52,null,737180005_29,12
762618008,null,,2
840351007,null,,3
1177120001,null,,5
840350008,null,,2
40100001_18,null,4120002_18,12
47938003_53,null,40100001_18,12
762618008,null,,2
840351007,null,,3
1177120001,null,,5
840350008,null,,2
40122008_15,null,128997002_7,1
398640008,null,,1
95361005_3,null,363171009_2,1
95518006_12,null,95361005_3,1
14511000119108,null,,1
128998007_4,null,363171009_2,7
399617002_14,null,128998007_4,4
50920009_25,null,399617002_14,4
79096004_25,null,50920009_25,1
88782004,null,,1
871640001,null,,1
46701001_38,null,50920009_25,1
194942007,null,,1
22653005_37,null,50920009_25,1
64043005_53,null,22653005_37,1
233867000,null,,1
31996006_9,null,128998007_4,3
52089001_14,null,31996006_9,2
399923009_41,null,52089001_14,2
46956008_10,null,31996006_9,3
399923009_42,null,46956008_10,2
234019004_10,null,46956008_10,1
1149219001,null,,1
427213005_10,null,31996006_9,3
399923009_43,null,427213005_10,2
1149219001,null,,1
21018002_3,null,363171009_2,3
128192007_6,null,21018002_3,3
1263551002,null,,1
1332372003_14,null,128192007_6,1
72893007_25,null,1332372003_14,1
12236681000119108,null,,1
291831000119106_23,null,1332372003_14,1
12236681000119108,null,,1
32595002_9,null,128192007_6,1
30292005_9,null,32595002_9,1
1144906005_12,null,30292005_9,1
866047004,null,,1
363177008_3,null,363171009_2,1
42111000175103_4,null,363177008_3,1
724593005_5,null,42111000175103_4,1
1295193002_5,null,724593005_5,1
1222679006,null,,1
363179006_3,null,363171009_2,51
3723001_7,null,363179006_3,51
1771000119109_16,null,3723001_7,10
201771002_23,null,1771000119109_16,10
1073751000119106_40,null,201771002_23,5
319071000119106_53,null,1073751000119106_40,1
15691321000119101,null,,1
318901000119107_47,null,1073751000119106_40,2
15692041000119104,null,,2
1073831000119107_40,null,201771002_23,8
318971000119102_47,null,1073831000119107_40,6
15692041000119104,null,,2
319151000119103_53,null,1073831000119107_40,1
15691321000119101,null,,1
1074721000119101_18,null,1771000119109_16,5
1073751000119106_41,null,1074721000119101_18,5
319071000119106_54,null,1073751000119106_41,1
15691321000119101,null,,1
318901000119107_48,null,1073751000119106_41,2
15692041000119104,null,,2
1303138007_35,null,1074721000119101_18,3
15692041000119104,null,,2
15691321000119101,null,,1
1074731000119103_18,null,1771000119109_16,8
1303138007_36,null,1074731000119103_18,3
15692041000119104,null,,2
15691321000119101,null,,1
1073831000119107_41,null,1074731000119103_18,8
318971000119102_48,null,1073831000119107_41,6
15692041000119104,null,,2
319151000119103_54,null,1073831000119107_41,1
15691321000119101,null,,1
399112009_7,null,3723001_7,10
239792003_14,null,399112009_7,10
319091000119107,null,,1
319071000119106_55,null,239792003_14,1
15691321000119101,null,,1
319011000119103,null,,1
1162303002_32,null,239792003_14,2
1162362005,null,,1
1162364006_35,null,239792003_14,1
1162362005,null,,1
299271000119109_36,null,239792003_14,2
319021000119105_60,null,299271000119109_36,1
15691121000119103,null,,1
319101000119102_60,null,299271000119109_36,2
15691121000119103,null,,1
319151000119103_55,null,239792003_14,1
15691321000119101,null,,1
319081000119109,null,,1
1290768009_28,null,239792003_14,2
319061000119100_51,null,1290768009_28,1
15691281000119106,null,,1
319141000119100_51,null,1290768009_28,2
15691281000119106,null,,1
417373000_9,null,3723001_7,1
287006005_16,null,417373000_9,1
319081000119109,null,,1
439656005_16,null,3723001_7,3
1074701000119105_25,null,439656005_16,3
1074711000119108_67,null,1074701000119105_25,2
15691121000119103,null,,1
15692001000119101,null,,1
318921000119103_54,null,1074701000119105_25,1
15692001000119101,null,,1
319101000119102_61,null,1074701000119105_25,2
15691121000119103,null,,1
1074691000119105_25,null,439656005_16,2
1074711000119108_68,null,1074691000119105_25,2
15691121000119103,null,,1
15692001000119101,null,,1
318851000119103_54,null,1074691000119105_25,1
15692001000119101,null,,1
319021000119105_61,null,1074691000119105_25,1
15691121000119103,null,,1
201769002_23,null,439656005_16,3
318921000119103_55,null,201769002_23,1
15692001000119101,null,,1
299271000119109_37,null,201769002_23,2
319021000119105_62,null,299271000119109_37,1
15691121000119103,null,,1
319101000119102_62,null,299271000119109_37,2
15691121000119103,null,,1
318851000119103_55,null,201769002_23,1
15692001000119101,null,,1
250131003_10,null,3723001_7,18
68449006_23,null,250131003_10,2
201775006_30,null,68449006_23,2
1073721000119103_43,null,201775006_30,1
287008006_22,null,250131003_10,13
429192004_41,null,287008006_22,7
1073781000119104_71,null,429192004_41,2
1073601000119101_78,null,1073781000119104_71,2
16050071000119108,null,,1
15686281000119101_223,null,1073781000119104_71,1
16050071000119108,null,,1
201784006,null,,1
201781003,null,,2
1073701000119107_71,null,429192004_41,2
15686281000119101_224,null,1073701000119107_71,1
16050071000119108,null,,1
1073611000119103_78,null,1073701000119107_71,1
16050071000119108,null,,1
201783000,null,,1
201779000_33,null,287008006_22,5
319091000119107,null,,1
318911000119105_62,null,201779000_33,1
15691961000119105,null,,1
319011000119103,null,,1
318841000119100_62,null,201779000_33,2
15691961000119105,null,,1
1303812009_20,null,250131003_10,7
1074891000119109_31,null,1303812009_20,2
1073701000119107_72,null,1074891000119109_31,2
15686281000119101_225,null,1073701000119107_72,1
16050071000119108,null,,1
1073611000119103_79,null,1073701000119107_72,1
16050071000119108,null,,1
1074951000119107_83,null,1074891000119109_31,1
15686281000119101_226,null,1074951000119107_83,1
16050071000119108,null,,1
1074921000119104_31,null,1303812009_20,2
1073781000119104_72,null,1074921000119104_31,2
1073601000119101_79,null,1073781000119104_72,2
16050071000119108,null,,1
15686281000119101_227,null,1073781000119104_72,1
16050071000119108,null,,1
1074951000119107_84,null,1074921000119104_31,1
15686281000119101_228,null,1074951000119107_84,1
16050071000119108,null,,1
429192004_42,null,1303812009_20,7
1073781000119104_73,null,429192004_42,2
1073601000119101_80,null,1073781000119104_73,2
16050071000119108,null,,1
15686281000119101_229,null,1073781000119104_73,1
16050071000119108,null,,1
201784006,null,,1
201781003,null,,2
1073701000119107_73,null,429192004_42,2
15686281000119101_230,null,1073701000119107_73,1
16050071000119108,null,,1
1073611000119103_80,null,1073701000119107_73,1
16050071000119108,null,,1
201783000,null,,1
428143003_27,null,1303812009_20,2
201784006,null,,1
201783000,null,,1
428104002_20,null,1303812009_20,2
201781003,null,,2
1074911000119106_23,null,250131003_10,2
319091000119107,null,,1
1074941000119105_45,null,1074911000119106_23,1
15691961000119105,null,,1
318911000119105_63,null,1074911000119106_23,1
15691961000119105,null,,1
371081002_18,null,250131003_10,3
1074851000119104_27,null,371081002_18,1
1073731000119100_51,null,1074851000119104_27,1
15687201000119107_119,null,1073731000119100_51,1
201777003_25,null,371081002_18,3
1073731000119100_52,null,201777003_25,1
15687201000119107_120,null,1073731000119100_52,1
1073811000119102_51,null,201777003_25,1
15687201000119107_121,null,1073811000119102_51,1
1074861000119102_27,null,371081002_18,1
1073811000119102_52,null,1074861000119102_27,1
15687201000119107_122,null,1073811000119102_52,1
1074881000119106_23,null,250131003_10,3
1074941000119105_46,null,1074881000119106_23,1
15691961000119105,null,,1
319011000119103,null,,1
318841000119100_63,null,1074881000119106_23,2
15691961000119105,null,,1
1303804001_17,null,3723001_7,6
287007001_24,null,1303804001_17,6
1073711000119105_31,null,287007001_24,3
318861000119101,null,,2
201774005,null,,1
201773004,null,,1
57160007_22,null,3723001_7,1
1162364006_36,null,57160007_22,1
1162362005,null,,1
1303835007_15,null,3723001_7,4
201766009_31,null,1303835007_15,2
1073821000119109,null,,2
661681000124105_24,null,1303835007_15,4
1074671000119109_33,null,661681000124105_24,2
1073821000119109,null,,2
319141000119100_52,null,661681000124105_24,2
15691281000119106,null,,1
661621000124106_24,null,1303835007_15,1
319061000119100_52,null,661621000124106_24,1
15691281000119106,null,,1
1290768009_29,null,1303835007_15,2
319061000119100_53,null,1290768009_29,1
15691281000119106,null,,1
319141000119100_53,null,1290768009_29,2
15691281000119106,null,,1
69896004_8,null,3723001_7,51
201766009_32,null,69896004_8,2
1073821000119109,null,,2
239792003_15,null,69896004_8,10
319091000119107,null,,1
319071000119106_56,null,239792003_15,1
15691321000119101,null,,1
319011000119103,null,,1
1162303002_33,null,239792003_15,2
1162362005,null,,1
1162364006_37,null,239792003_15,1
1162362005,null,,1
299271000119109_38,null,239792003_15,2
319021000119105_63,null,299271000119109_38,1
15691121000119103,null,,1
319101000119102_63,null,299271000119109_38,2
15691121000119103,null,,1
319151000119103_56,null,239792003_15,1
15691321000119101,null,,1
319081000119109,null,,1
1290768009_30,null,239792003_15,2
319061000119100_54,null,1290768009_30,1
15691281000119106,null,,1
319141000119100_54,null,1290768009_30,2
15691281000119106,null,,1
239791005_8,null,69896004_8,15
1073601000119101_81,null,239791005_8,2
16050071000119108,null,,1
318861000119101,null,,2
318921000119103_56,null,239791005_8,1
15692001000119101,null,,1
318971000119102_49,null,239791005_8,6
15692041000119104,null,,2
318911000119105_64,null,239791005_8,1
15691961000119105,null,,1
1222679006,null,,1
318841000119100_64,null,239791005_8,2
15691961000119105,null,,1
318851000119103_56,null,239791005_8,1
15692001000119101,null,,1
318901000119107_49,null,239791005_8,2
15692041000119104,null,,2
308143008,null,,1
1073611000119103_81,null,239791005_8,1
16050071000119108,null,,1
201777003_26,null,69896004_8,3
1073731000119100_53,null,201777003_26,1
15687201000119107_123,null,1073731000119100_53,1
1073811000119102_53,null,201777003_26,1
15687201000119107_124,null,1073811000119102_53,1
398640008,null,,1
201775006_31,null,69896004_8,2
1073721000119103_44,null,201775006_31,1
735599007_19,null,69896004_8,4
1162303002_34,null,735599007_19,2
1162362005,null,,1
1162336001,null,,1
308143008,null,,1
287008006_23,null,69896004_8,13
429192004_43,null,287008006_23,7
1073781000119104_74,null,429192004_43,2
1073601000119101_82,null,1073781000119104_74,2
16050071000119108,null,,1
15686281000119101_231,null,1073781000119104_74,1
16050071000119108,null,,1
201784006,null,,1
201781003,null,,2
1073701000119107_74,null,429192004_43,2
15686281000119101_232,null,1073701000119107_74,1
16050071000119108,null,,1
1073611000119103_82,null,1073701000119107_74,1
16050071000119108,null,,1
201783000,null,,1
201779000_34,null,287008006_23,5
319091000119107,null,,1
318911000119105_65,null,201779000_34,1
15691961000119105,null,,1
319011000119103,null,,1
318841000119100_65,null,201779000_34,2
15691961000119105,null,,1
201771002_24,null,69896004_8,10
1073751000119106_42,null,201771002_24,5
319071000119106_57,null,1073751000119106_42,1
15691321000119101,null,,1
318901000119107_50,null,1073751000119106_42,2
15692041000119104,null,,2
1073831000119107_42,null,201771002_24,8
318971000119102_50,null,1073831000119107_42,6
15692041000119104,null,,2
319151000119103_57,null,1073831000119107_42,1
15691321000119101,null,,1
287006005_17,null,69896004_8,1
319081000119109,null,,1
399923009_44,null,69896004_8,2
287007001_25,null,69896004_8,6
1073711000119105_32,null,287007001_25,3
318861000119101,null,,2
201774005,null,,1
201773004,null,,1
1149219001,null,,1
201769002_24,null,69896004_8,3
318921000119103_57,null,201769002_24,1
15692001000119101,null,,1
299271000119109_39,null,201769002_24,2
319021000119105_64,null,299271000119109_39,1
15691121000119103,null,,1
319101000119102_64,null,299271000119109_39,2
15691121000119103,null,,1
318851000119103_57,null,201769002_24,1
15692001000119101,null,,1
373407002_4,null,363171009_2,3
128999004_6,null,373407002_4,3
16761005_15,null,128999004_6,1
439955006_32,null,16761005_15,1
40719004,null,,1
24526004_8,null,128999004_6,1
64766004_110,null,24526004_8,1
445243001_110,null,64766004_110,1
1187638005_17,null,128999004_6,1
302168000_34,null,1187638005_17,1
64226004_53,null,302168000_34,1
64766004_111,null,64226004_53,1
445243001_111,null,64766004_111,1
95518006_13,null,128999004_6,1
14511000119108,null,,1
363175000_2,null,363170005_1,42
1771000119109_17,null,363175000_2,10
201771002_25,null,1771000119109_17,10
1073751000119106_43,null,201771002_25,5
319071000119106_58,null,1073751000119106_43,1
15691321000119101,null,,1
318901000119107_51,null,1073751000119106_43,2
15692041000119104,null,,2
1073831000119107_43,null,201771002_25,8
318971000119102_51,null,1073831000119107_43,6
15692041000119104,null,,2
319151000119103_58,null,1073831000119107_43,1
15691321000119101,null,,1
1074721000119101_19,null,1771000119109_17,5
1073751000119106_44,null,1074721000119101_19,5
319071000119106_59,null,1073751000119106_44,1
15691321000119101,null,,1
318901000119107_52,null,1073751000119106_44,2
15692041000119104,null,,2
1303138007_37,null,1074721000119101_19,3
15692041000119104,null,,2
15691321000119101,null,,1
1074731000119103_19,null,1771000119109_17,8
1303138007_38,null,1074731000119103_19,3
15692041000119104,null,,2
15691321000119101,null,,1
1073831000119107_44,null,1074731000119103_19,8
318971000119102_52,null,1073831000119107_44,6
15692041000119104,null,,2
319151000119103_59,null,1073831000119107_44,1
15691321000119101,null,,1
439656005_17,null,363175000_2,3
1074701000119105_26,null,439656005_17,3
1074711000119108_69,null,1074701000119105_26,2
15691121000119103,null,,1
15692001000119101,null,,1
318921000119103_58,null,1074701000119105_26,1
15692001000119101,null,,1
319101000119102_65,null,1074701000119105_26,2
15691121000119103,null,,1
1074691000119105_26,null,439656005_17,2
1074711000119108_70,null,1074691000119105_26,2
15691121000119103,null,,1
15692001000119101,null,,1
318851000119103_58,null,1074691000119105_26,1
15692001000119101,null,,1
319021000119105_65,null,1074691000119105_26,1
15691121000119103,null,,1
201769002_25,null,439656005_17,3
318921000119103_59,null,201769002_25,1
15692001000119101,null,,1
299271000119109_40,null,201769002_25,2
319021000119105_66,null,299271000119109_40,1
15691121000119103,null,,1
319101000119102_66,null,299271000119109_40,2
15691121000119103,null,,1
318851000119103_59,null,201769002_25,1
15692001000119101,null,,1
250131003_11,null,363175000_2,18
68449006_24,null,250131003_11,2
201775006_32,null,68449006_24,2
1073721000119103_45,null,201775006_32,1
287008006_24,null,250131003_11,13
429192004_44,null,287008006_24,7
1073781000119104_75,null,429192004_44,2
1073601000119101_83,null,1073781000119104_75,2
16050071000119108,null,,1
15686281000119101_233,null,1073781000119104_75,1
16050071000119108,null,,1
201784006,null,,1
201781003,null,,2
1073701000119107_75,null,429192004_44,2
15686281000119101_234,null,1073701000119107_75,1
16050071000119108,null,,1
1073611000119103_83,null,1073701000119107_75,1
16050071000119108,null,,1
201783000,null,,1
201779000_35,null,287008006_24,5
319091000119107,null,,1
318911000119105_66,null,201779000_35,1
15691961000119105,null,,1
319011000119103,null,,1
318841000119100_66,null,201779000_35,2
15691961000119105,null,,1
1303812009_21,null,250131003_11,7
1074891000119109_32,null,1303812009_21,2
1073701000119107_76,null,1074891000119109_32,2
15686281000119101_235,null,1073701000119107_76,1
16050071000119108,null,,1
1073611000119103_84,null,1073701000119107_76,1
16050071000119108,null,,1
1074951000119107_85,null,1074891000119109_32,1
15686281000119101_236,null,1074951000119107_85,1
16050071000119108,null,,1
1074921000119104_32,null,1303812009_21,2
1073781000119104_76,null,1074921000119104_32,2
1073601000119101_84,null,1073781000119104_76,2
16050071000119108,null,,1
15686281000119101_237,null,1073781000119104_76,1
16050071000119108,null,,1
1074951000119107_86,null,1074921000119104_32,1
15686281000119101_238,null,1074951000119107_86,1
16050071000119108,null,,1
429192004_45,null,1303812009_21,7
1073781000119104_77,null,429192004_45,2
1073601000119101_85,null,1073781000119104_77,2
16050071000119108,null,,1
15686281000119101_239,null,1073781000119104_77,1
16050071000119108,null,,1
201784006,null,,1
201781003,null,,2
1073701000119107_77,null,429192004_45,2
15686281000119101_240,null,1073701000119107_77,1
16050071000119108,null,,1
1073611000119103_85,null,1073701000119107_77,1
16050071000119108,null,,1
201783000,null,,1
428143003_28,null,1303812009_21,2
201784006,null,,1
201783000,null,,1
428104002_21,null,1303812009_21,2
201781003,null,,2
1074911000119106_24,null,250131003_11,2
319091000119107,null,,1
1074941000119105_47,null,1074911000119106_24,1
15691961000119105,null,,1
318911000119105_67,null,1074911000119106_24,1
15691961000119105,null,,1
371081002_19,null,250131003_11,3
1074851000119104_28,null,371081002_19,1
1073731000119100_54,null,1074851000119104_28,1
15687201000119107_125,null,1073731000119100_54,1
201777003_27,null,371081002_19,3
1073731000119100_55,null,201777003_27,1
15687201000119107_126,null,1073731000119100_55,1
1073811000119102_54,null,201777003_27,1
15687201000119107_127,null,1073811000119102_54,1
1074861000119102_28,null,371081002_19,1
1073811000119102_55,null,1074861000119102_28,1
15687201000119107_128,null,1073811000119102_55,1
1074881000119106_24,null,250131003_11,3
1074941000119105_48,null,1074881000119106_24,1
15691961000119105,null,,1
319011000119103,null,,1
318841000119100_67,null,1074881000119106_24,2
15691961000119105,null,,1
1303804001_18,null,363175000_2,6
287007001_26,null,1303804001_18,6
1073711000119105_33,null,287007001_26,3
318861000119101,null,,2
201774005,null,,1
201773004,null,,1
1332372003_15,null,363175000_2,1
72893007_26,null,1332372003_15,1
12236681000119108,null,,1
291831000119106_24,null,1332372003_15,1
12236681000119108,null,,1
1303835007_16,null,363175000_2,4
201766009_33,null,1303835007_16,2
1073821000119109,null,,2
661681000124105_25,null,1303835007_16,4
1074671000119109_34,null,661681000124105_25,2
1073821000119109,null,,2
319141000119100_55,null,661681000124105_25,2
15691281000119106,null,,1
661621000124106_25,null,1303835007_16,1
319061000119100_55,null,661621000124106_25,1
15691281000119106,null,,1
1290768009_31,null,1303835007_16,2
319061000119100_56,null,1290768009_31,1
15691281000119106,null,,1
319141000119100_56,null,1290768009_31,2
15691281000119106,null,,1
128294001_2,null,128139000_1,12
737180005_30,null,128294001_2,12
47938003_54,null,737180005_30,12
762618008,null,,2
840351007,null,,3
1177120001,null,,5
840350008,null,,2
128482007_2,null,128139000_1,25
10509002_21,null,128482007_2,24
312371005_49,null,10509002_21,22
233601004_92,null,312371005_49,22
138389411000119105,null,,22
106001000119101,null,,2
46701001_39,null,128482007_2,1
194942007,null,,1
128121009_2,null,64572001_1,249
126637008_5,null,128121009_2,3
255058005_11,null,126637008_5,1
188361007_12,null,255058005_11,1
254837009_31,null,188361007_12,1
373082000,null,,1
126926005_20,null,255058005_11,1
1306382003_24,null,126926005_20,1
373082000,null,,1
254837009_32,null,126926005_20,1
373082000,null,,1
128050000_11,null,126637008_5,2
126643005_12,null,128050000_11,1
448882009_23,null,126643005_12,1
363349007_119,null,448882009_23,1
276811008_138,null,363349007_119,1
448709005_141,null,276811008_138,1
449222008,null,,1
126824007_53,null,126643005_12,1
363349007_120,null,126824007_53,1
276811008_139,null,363349007_120,1
448709005_142,null,276811008_139,1
449222008,null,,1
188366002_12,null,128050000_11,2
448882009_24,null,188366002_12,1
363349007_121,null,448882009_24,1
276811008_140,null,363349007_121,1
448709005_143,null,276811008_140,1
449222008,null,,1
93191005_25,null,188366002_12,1
350951000119101_28,null,93191005_25,1
352411000119109,null,,1
25690000_12,null,128121009_2,1
1332198004,null,,1
280133005_3,null,128121009_2,7
128196005_19,null,280133005_3,1
860614004_60,null,128196005_19,1
262742009,null,,1
280129003_8,null,280133005_3,3
233703007_16,null,280129003_8,3
77690003,null,,2
1222679006,null,,1
128052008_10,null,280133005_3,3
717864006_29,null,128052008_10,3
89748001_182,null,717864006_29,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
62366003_248,null,717864006_29,1
48974009,null,,1
16694003_105,null,717864006_29,1
70418001,null,,1
1269057003_24,null,128052008_10,1
62366003_249,null,1269057003_24,1
48974009,null,,1
230617009_11,null,280133005_3,1
1263551002,null,,1
280130008_8,null,280133005_3,3
717864006_30,null,280130008_8,3
89748001_183,null,717864006_30,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
62366003_250,null,717864006_30,1
48974009,null,,1
16694003_106,null,717864006_30,1
70418001,null,,1
312593004_12,null,128121009_2,15
59282003_19,null,312593004_12,15
194883006_26,null,59282003_19,3
1163244009,null,,3
706870000_22,null,59282003_19,2
707414004,null,,2
200284000_28,null,59282003_19,3
200299000,null,,3
133971000119108_22,null,59282003_19,7
707412000_88,null,133971000119108_22,7
707413005,null,,2
233935004_67,null,59282003_19,15
707412000_89,null,233935004_67,7
707413005,null,,2
707414004,null,,2
200299000,null,,3
1163244009,null,,3
78626001_4,null,128121009_2,15
363028003_9,null,78626001_4,4
13213009_26,null,363028003_9,4
70320004_37,null,13213009_26,3
75372006_75,null,70320004_37,1
448844001,null,,1
4374004_75,null,70320004_37,2
448073002_256,null,4374004_75,2
253393005,null,,1
15964981000119104_26,null,13213009_26,3
773139006_44,null,15964981000119104_26,3
871668002_73,null,773139006_44,3
448073002_257,null,871668002_73,2
253393005,null,,1
715535009,null,,1
204394002_37,null,13213009_26,3
448073002_258,null,204394002_37,2
253393005,null,,1
715535009,null,,1
363030001_8,null,78626001_4,1
287085006_12,null,363030001_8,1
204821009_17,null,287085006_12,1
205681004_17,null,204821009_17,1
371118004_26,null,205681004_17,1
776204008,null,,1
363037003_6,null,78626001_4,14
363035006_9,null,363037003_6,14
50943000_25,null,363035006_9,4
50513008_33,null,50943000_25,4
70756004,null,,4
47147007_24,null,363035006_9,10
47895001_50,null,47147007_24,10
66987001_50,null,47895001_50,7
70756004,null,,4
13213009_27,null,363035006_9,4
70320004_38,null,13213009_27,3
75372006_76,null,70320004_38,1
448844001,null,,1
4374004_76,null,70320004_38,2
448073002_259,null,4374004_76,2
253393005,null,,1
15964981000119104_27,null,13213009_27,3
773139006_45,null,15964981000119104_27,3
871668002_74,null,773139006_45,3
448073002_260,null,871668002_74,2
253393005,null,,1
715535009,null,,1
204394002_38,null,13213009_27,3
448073002_261,null,204394002_38,2
253393005,null,,1
715535009,null,,1
280128006_3,null,128121009_2,5
280129003_9,null,280128006_3,3
233703007_17,null,280129003_9,3
77690003,null,,2
1222679006,null,,1
280130008_9,null,280128006_3,3
717864006_31,null,280130008_9,3
89748001_184,null,717864006_31,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
62366003_251,null,717864006_31,1
48974009,null,,1
16694003_107,null,717864006_31,1
70418001,null,,1
822988000_3,null,128121009_2,74
42030000_5,null,822988000_3,45
287085006_13,null,42030000_5,1
204821009_18,null,287085006_13,1
205681004_18,null,204821009_18,1
371118004_27,null,205681004_18,1
776204008,null,,1
128606002_6,null,42030000_5,36
49698005_6,null,128606002_6,36
1148903009_19,null,49698005_6,4
309426007_38,null,1148903009_19,4
236500003_51,null,309426007_38,4
236499007_51,null,236500003_51,1
18521000119106,null,,1
243421000119104_71,null,236500003_51,4
18521000119106,null,,1
420514000,null,,2
111438007_36,null,49698005_6,3
48552006,null,,1
26078007,null,,1
39727004,null,,1
127013003_20,null,49698005_6,31
421893009_21,null,127013003_20,24
96441000119101_42,null,421893009_21,17
90741000119107_63,null,96441000119101_42,7
1332471006_84,null,90741000119107_63,2
1332436006,null,,2
1332442005_110,null,90741000119107_63,4
1332441003,null,,1
1332436006,null,,2
1332472004_84,null,90741000119107_63,3
1332441003,null,,1
90731000119103_63,null,96441000119101_42,1
90721000119101,null,,1
71701000119105_48,null,96441000119101_42,8
1332467008,null,,2
1332442005_111,null,71701000119105_48,4
1332441003,null,,1
1332436006,null,,2
1332468003,null,,2
90771000119100,null,,1
90751000119109_63,null,96441000119101_42,3
1332468003,null,,2
90761000119106_63,null,96441000119101_42,2
1332467008,null,,2
243421000119104_72,null,421893009_21,4
18521000119106,null,,1
420514000,null,,2
309426007_39,null,127013003_20,4
