id,label,parent,value
70756004,null,,4
31898008,null,,2
4981000,null,,1
195957006_33,null,87433001_14,9
266355005,null,,3
16003001_33,null,195957006_33,4
23958009,null,,2
195958001,null,,1
1010333003,null,,3
233674008,null,,2
233675009_14,null,87433001_14,6
196026004,null,,2
836477007,null,,3
266356006,null,,6
233677001,null,,2
16846004,null,,2
708030004,null,,2
77690003,null,,2
1010334009,null,,4
57686001_25,null,87433001_14,3
86680006,null,,1
60805002,null,,2
10692761000119107,null,,1
737180005_14,null,413839001_6,12
47938003_24,null,737180005_14,12
762618008,null,,2
840351007,null,,3
1177120001,null,,5
840350008,null,,2
123713005_11,null,413839001_6,3
266355005,null,,3
195967001_1,null,50043002_1,3
10692761000119107,null,,1
281239006_2,null,195967001_1,2
1751000119100,null,,2
201060008_1,null,50043002_1,14
54150009_2,null,201060008_1,14
281794004_3,null,54150009_2,14
1240541000000107,null,,14
301226008_1,null,106048009_1,184
128997002_3,null,301226008_1,102
32398004_8,null,128997002_3,25
396285007_34,null,32398004_8,1
10625071000119104_51,null,396285007_34,1
10625671000119106_73,null,10625071000119104_51,1
10625711000119105,null,,1
10509002_9,null,32398004_8,24
312371005_20,null,10509002_9,22
233601004_37,null,312371005_20,22
138389411000119105,null,,22
106001000119101,null,,2
40600002_18,null,32398004_8,1
10625711000119105,null,,1
16146001_18,null,32398004_8,22
233601004_38,null,16146001_18,22
138389411000119105,null,,22
205237003_8,null,128997002_3,69
233604007_15,null,205237003_8,69
396285007_35,null,233604007_15,1
10625071000119104_52,null,396285007_35,1
10625671000119106_74,null,10625071000119104_52,1
10625711000119105,null,,1
53084003_18,null,233604007_15,3
10625071000119104_53,null,53084003_18,1
10625671000119106_75,null,10625071000119104_53,1
10625711000119105,null,,1
409665004_18,null,53084003_18,1
233607000_40,null,409665004_18,1
10625711000119105,null,,1
733051000_23,null,53084003_18,1
34020007_23,null,733051000_23,1
10625671000119106_76,null,34020007_23,1
10625711000119105,null,,1
233607000_41,null,34020007_23,1
10625711000119105,null,,1
430395005_18,null,53084003_18,2
70036007,null,,1
195888009_23,null,430395005_18,1
39172002,null,,1
75570004_18,null,233604007_15,66
713084008_23,null,75570004_18,66
882784691000119100,null,,66
4120002_9,null,128997002_3,12
737180005_15,null,4120002_9,12
47938003_25,null,737180005_15,12
762618008,null,,2
840351007,null,,3
1177120001,null,,5
840350008,null,,2
40100001_9,null,4120002_9,12
47938003_26,null,40100001_9,12
762618008,null,,2
840351007,null,,3
1177120001,null,,5
840350008,null,,2
40122008_8,null,128997002_3,1
398640008,null,,1
50417007_3,null,301226008_1,105
128601007_8,null,50417007_3,69
233604007_16,null,128601007_8,69
396285007_36,null,233604007_16,1
10625071000119104_54,null,396285007_36,1
10625671000119106_77,null,10625071000119104_54,1
10625711000119105,null,,1
53084003_19,null,233604007_16,3
10625071000119104_55,null,53084003_19,1
10625671000119106_78,null,10625071000119104_55,1
10625711000119105,null,,1
409665004_19,null,53084003_19,1
233607000_42,null,409665004_19,1
10625711000119105,null,,1
733051000_24,null,53084003_19,1
34020007_24,null,733051000_24,1
10625671000119106_79,null,34020007_24,1
10625711000119105,null,,1
233607000_43,null,34020007_24,1
10625711000119105,null,,1
430395005_19,null,53084003_19,2
70036007,null,,1
195888009_24,null,430395005_19,1
39172002,null,,1
75570004_19,null,233604007_16,66
713084008_24,null,75570004_19,66
882784691000119100,null,,66
312134000_4,null,50417007_3,97
880529761000119102_4,null,312134000_4,97
882784691000119100,null,,66
138389411000119105,null,,22
75570004_20,null,312134000_4,66
713084008_25,null,75570004_20,66
882784691000119100,null,,66
16146001_19,null,312134000_4,22
233601004_39,null,16146001_19,22
138389411000119105,null,,22
195742007_5,null,50417007_3,27
312371005_21,null,195742007_5,22
233601004_40,null,312371005_21,22
138389411000119105,null,,22
196001008_8,null,195742007_5,5
285381006,null,,4
312119006_4,null,50417007_3,3
53084003_20,null,312119006_4,3
10625071000119104_56,null,53084003_20,1
10625671000119106_80,null,10625071000119104_56,1
10625711000119105,null,,1
409665004_20,null,53084003_20,1
233607000_44,null,409665004_20,1
10625711000119105,null,,1
733051000_25,null,53084003_20,1
34020007_25,null,733051000_25,1
10625671000119106_81,null,34020007_25,1
10625711000119105,null,,1
233607000_45,null,34020007_25,1
10625711000119105,null,,1
430395005_20,null,53084003_20,2
70036007,null,,1
195888009_25,null,430395005_20,1
39172002,null,,1
40600002_19,null,312119006_4,1
10625711000119105,null,,1
233795005_8,null,50417007_3,23
396285007_37,null,233795005_8,1
10625071000119104_57,null,396285007_37,1
10625671000119106_82,null,10625071000119104_57,1
10625711000119105,null,,1
312371005_22,null,233795005_8,22
233601004_41,null,312371005_22,22
138389411000119105,null,,22
40600002_20,null,233795005_8,1
10625711000119105,null,,1
16146001_20,null,233795005_8,22
233601004_42,null,16146001_20,22
138389411000119105,null,,22
301227004_1,null,301226008_1,114
301229001_2,null,301227004_1,29
41427001_6,null,301229001_2,29
896891008_6,null,41427001_6,29
50943000_14,null,896891008_6,4
50513008_19,null,50943000_14,4
70756004,null,,4
32398004_9,null,896891008_6,25
396285007_38,null,32398004_9,1
10625071000119104_58,null,396285007_38,1
10625671000119106_83,null,10625071000119104_58,1
10625711000119105,null,,1
10509002_10,null,32398004_9,24
312371005_23,null,10509002_10,22
233601004_43,null,312371005_23,22
138389411000119105,null,,22
106001000119101,null,,2
40600002_21,null,32398004_9,1
10625711000119105,null,,1
16146001_21,null,32398004_9,22
233601004_44,null,16146001_21,22
138389411000119105,null,,22
301827008_6,null,896891008_6,4
50513008_20,null,301827008_6,4
70756004,null,,4
233795005_9,null,41427001_6,23
396285007_39,null,233795005_9,1
10625071000119104_59,null,396285007_39,1
10625671000119106_84,null,10625071000119104_59,1
10625711000119105,null,,1
312371005_24,null,233795005_9,22
233601004_45,null,312371005_24,22
138389411000119105,null,,22
40600002_22,null,233795005_9,1
10625711000119105,null,,1
16146001_22,null,233795005_9,22
233601004_46,null,16146001_22,22
138389411000119105,null,,22
233776003_2,null,301227004_1,114
41427001_7,null,233776003_2,29
896891008_7,null,41427001_7,29
50943000_15,null,896891008_7,4
50513008_21,null,50943000_15,4
70756004,null,,4
32398004_10,null,896891008_7,25
396285007_40,null,32398004_10,1
10625071000119104_60,null,396285007_40,1
10625671000119106_85,null,10625071000119104_60,1
10625711000119105,null,,1
10509002_11,null,32398004_10,24
312371005_25,null,10509002_11,22
233601004_47,null,312371005_25,22
138389411000119105,null,,22
106001000119101,null,,2
40600002_23,null,32398004_10,1
10625711000119105,null,,1
16146001_23,null,32398004_10,22
233601004_48,null,16146001_23,22
138389411000119105,null,,22
301827008_7,null,896891008_7,4
50513008_22,null,301827008_7,4
70756004,null,,4
233795005_10,null,41427001_7,23
396285007_41,null,233795005_10,1
10625071000119104_61,null,396285007_41,1
10625671000119106_86,null,10625071000119104_61,1
10625711000119105,null,,1
312371005_26,null,233795005_10,22
233601004_49,null,312371005_26,22
138389411000119105,null,,22
40600002_24,null,233795005_10,1
10625711000119105,null,,1
16146001_24,null,233795005_10,22
233601004_50,null,16146001_24,22
138389411000119105,null,,22
125590005_4,null,233776003_2,10
86680006,null,,1
195957006_34,null,125590005_4,9
266355005,null,,3
16003001_34,null,195957006_34,4
23958009,null,,2
195958001,null,,1
13645005_3,null,233776003_2,93
87433001_15,null,13645005_3,60
68328006,null,,3
33325001,null,,1
47895001_28,null,87433001_15,10
66987001_28,null,47895001_28,7
70756004,null,,4
31898008,null,,2
4981000,null,,1
195957006_35,null,87433001_15,9
266355005,null,,3
16003001_35,null,195957006_35,4
23958009,null,,2
195958001,null,,1
1010333003,null,,3
233674008,null,,2
233675009_15,null,87433001_15,6
196026004,null,,2
836477007,null,,3
266356006,null,,6
233677001,null,,2
16846004,null,,2
708030004,null,,2
77690003,null,,2
1010334009,null,,4
57686001_26,null,87433001_15,3
86680006,null,,1
60805002,null,,2
135836000,null,,1
313299006,null,,4
195951007_4,null,13645005_3,12
196001008_9,null,195951007_4,5
285381006,null,,4
106001000119101,null,,2
1751000119100,null,,2
313297008,null,,3
10692761000119107,null,,1
47938003_27,null,13645005_3,12
762618008,null,,2
840351007,null,,3
1177120001,null,,5
840350008,null,,2
68917000_7,null,233776003_2,73
87433001_16,null,68917000_7,60
68328006,null,,3
33325001,null,,1
47895001_29,null,87433001_16,10
66987001_29,null,47895001_29,7
70756004,null,,4
31898008,null,,2
4981000,null,,1
195957006_36,null,87433001_16,9
266355005,null,,3
16003001_36,null,195957006_36,4
23958009,null,,2
195958001,null,,1
1010333003,null,,3
233674008,null,,2
233675009_16,null,87433001_16,6
196026004,null,,2
836477007,null,,3
266356006,null,,6
233677001,null,,2
16846004,null,,2
708030004,null,,2
77690003,null,,2
1010334009,null,,4
57686001_27,null,87433001_16,3
86680006,null,,1
60805002,null,,2
10692761000119107,null,,1
4120002_10,null,68917000_7,12
737180005_16,null,4120002_10,12
47938003_28,null,737180005_16,12
762618008,null,,2
840351007,null,,3
1177120001,null,,5
840350008,null,,2
40100001_10,null,4120002_10,12
47938003_29,null,40100001_10,12
762618008,null,,2
840351007,null,,3
1177120001,null,,5
840350008,null,,2
301230006_2,null,301226008_1,138
309529002_7,null,301230006_2,3
275504005_12,null,309529002_7,3
57686001_28,null,275504005_12,3
86680006,null,,1
19829001_6,null,301230006_2,138
233703007_11,null,19829001_6,3
77690003,null,,2
1222679006,null,,1
301232003_6,null,19829001_6,14
278976004_17,null,301232003_6,9
195957006_37,null,278976004_17,9
266355005,null,,3
16003001_37,null,195957006_37,4
23958009,null,,2
195958001,null,,1
51615001_6,null,301232003_6,2
708030004,null,,2
46621007_6,null,301232003_6,3
123713005_12,null,46621007_6,3
266355005,null,,3
275504005_13,null,301232003_6,3
57686001_29,null,275504005_13,3
86680006,null,,1
47147007_14,null,19829001_6,10
47895001_30,null,47147007_14,10
66987001_30,null,47895001_30,7
70756004,null,,4
316358009_12,null,19829001_6,10
278976004_18,null,316358009_12,9
195957006_38,null,278976004_18,9
266355005,null,,3
16003001_38,null,195957006_38,4
23958009,null,,2
195958001,null,,1
86680006,null,,1
128601007_9,null,19829001_6,69
233604007_17,null,128601007_9,69
396285007_42,null,233604007_17,1
10625071000119104_62,null,396285007_42,1
10625671000119106_87,null,10625071000119104_62,1
10625711000119105,null,,1
53084003_21,null,233604007_17,3
10625071000119104_63,null,53084003_21,1
10625671000119106_88,null,10625071000119104_63,1
10625711000119105,null,,1
409665004_21,null,53084003_21,1
233607000_46,null,409665004_21,1
10625711000119105,null,,1
733051000_26,null,53084003_21,1
34020007_26,null,733051000_26,1
10625671000119106_89,null,34020007_26,1
10625711000119105,null,,1
233607000_47,null,34020007_26,1
10625711000119105,null,,1
430395005_21,null,53084003_21,2
70036007,null,,1
195888009_26,null,430395005_21,1
39172002,null,,1
75570004_21,null,233604007_17,66
713084008_26,null,75570004_21,66
882784691000119100,null,,66
205237003_9,null,19829001_6,69
233604007_18,null,205237003_9,69
396285007_43,null,233604007_18,1
10625071000119104_64,null,396285007_43,1
10625671000119106_90,null,10625071000119104_64,1
10625711000119105,null,,1
53084003_22,null,233604007_18,3
10625071000119104_65,null,53084003_22,1
10625671000119106_91,null,10625071000119104_65,1
10625711000119105,null,,1
409665004_22,null,53084003_22,1
233607000_48,null,409665004_22,1
10625711000119105,null,,1
733051000_27,null,53084003_22,1
34020007_27,null,733051000_27,1
10625671000119106_92,null,34020007_27,1
10625711000119105,null,,1
233607000_49,null,34020007_27,1
10625711000119105,null,,1
430395005_22,null,53084003_22,2
70036007,null,,1
195888009_27,null,430395005_22,1
39172002,null,,1
75570004_22,null,233604007_18,66
713084008_27,null,75570004_22,66
882784691000119100,null,,66
398726004_6,null,19829001_6,1
398640008,null,,1
24417004_6,null,19829001_6,1
74015002_6,null,24417004_6,1
40122008_9,null,74015002_6,1
398640008,null,,1
86157004_6,null,24417004_6,1
398640008,null,,1
95436008_6,null,19829001_6,69
70036007,null,,1
733051000_28,null,95436008_6,1
34020007_28,null,733051000_28,1
10625671000119106_93,null,34020007_28,1
10625711000119105,null,,1
233607000_50,null,34020007_28,1
10625711000119105,null,,1
396285007_44,null,95436008_6,1
10625071000119104_66,null,396285007_44,1
10625671000119106_94,null,10625071000119104_66,1
10625711000119105,null,,1
713084008_28,null,95436008_6,66
882784691000119100,null,,66
195888009_28,null,95436008_6,1
39172002,null,,1
19242006_7,null,19829001_6,2
698638005,null,,1
698640000,null,,1
413839001_7,null,19829001_6,73
87433001_17,null,413839001_7,60
68328006,null,,3
33325001,null,,1
47895001_31,null,87433001_17,10
66987001_31,null,47895001_31,7
70756004,null,,4
31898008,null,,2
4981000,null,,1
195957006_39,null,87433001_17,9
266355005,null,,3
16003001_39,null,195957006_39,4
23958009,null,,2
195958001,null,,1
1010333003,null,,3
233674008,null,,2
233675009_17,null,87433001_17,6
196026004,null,,2
836477007,null,,3
266356006,null,,6
233677001,null,,2
16846004,null,,2
708030004,null,,2
77690003,null,,2
1010334009,null,,4
57686001_30,null,87433001_17,3
86680006,null,,1
60805002,null,,2
10692761000119107,null,,1
737180005_17,null,413839001_7,12
47938003_30,null,737180005_17,12
762618008,null,,2
840351007,null,,3
1177120001,null,,5
840350008,null,,2
123713005_13,null,413839001_7,3
266355005,null,,3
68917000_8,null,19829001_6,73
87433001_18,null,68917000_8,60
68328006,null,,3
33325001,null,,1
47895001_32,null,87433001_18,10
66987001_32,null,47895001_32,7
70756004,null,,4
31898008,null,,2
4981000,null,,1
195957006_40,null,87433001_18,9
266355005,null,,3
16003001_40,null,195957006_40,4
23958009,null,,2
195958001,null,,1
1010333003,null,,3
233674008,null,,2
233675009_18,null,87433001_18,6
196026004,null,,2
836477007,null,,3
266356006,null,,6
233677001,null,,2
16846004,null,,2
708030004,null,,2
77690003,null,,2
1010334009,null,,4
57686001_31,null,87433001_18,3
86680006,null,,1
60805002,null,,2
10692761000119107,null,,1
4120002_11,null,68917000_8,12
737180005_18,null,4120002_11,12
47938003_31,null,737180005_18,12
762618008,null,,2
840351007,null,,3
1177120001,null,,5
840350008,null,,2
40100001_11,null,4120002_11,12
47938003_32,null,40100001_11,12
762618008,null,,2
840351007,null,,3
1177120001,null,,5
840350008,null,,2
123654008_3,null,301226008_1,10
50943000_16,null,123654008_3,4
50513008_23,null,50943000_16,4
70756004,null,,4
47147007_15,null,123654008_3,10
47895001_33,null,47147007_15,10
66987001_33,null,47895001_33,7
70756004,null,,4
282446002_3,null,301226008_1,10
316358009_13,null,282446002_3,10
278976004_19,null,316358009_13,9
195957006_41,null,278976004_19,9
266355005,null,,3
16003001_41,null,195957006_41,4
23958009,null,,2
195958001,null,,1
86680006,null,,1
125590005_5,null,282446002_3,10
86680006,null,,1
195957006_42,null,125590005_5,9
266355005,null,,3
16003001_42,null,195957006_42,4
23958009,null,,2
195958001,null,,1
301186004_1,null,106048009_1,14
201060008_2,null,301186004_1,14
54150009_3,null,201060008_2,14
281794004_4,null,54150009_3,14
1240541000000107,null,,14
106063007_1,null,404684003_1,124
366157005_1,null,106063007_1,74
38341003_1,null,366157005_1,74
59621000_1,null,38341003_1,5
371125006,null,,2
72022006_3,null,59621000_1,2
63287004_3,null,72022006_3,1
23717007,null,,1
18416000,null,,1
78808002_7,null,72022006_3,1
23717007,null,,1
1201005_1,null,59621000_1,1
63287004_4,null,1201005_1,1
23717007,null,,1
198941007_3,null,38341003_1,4
541000119105_3,null,198941007_3,1
48552006,null,,1
199006004_17,null,198941007_3,2
10759031000119106_18,null,199006004_17,1
199007008_38,null,199006004_17,1
10757401000119104,null,,1
10757441000119102_17,null,199006004_17,1
10757401000119104,null,,1
697929007_1,null,38341003_1,5
52698002,null,,1
371125006,null,,2
16229371000119106,null,,1
10725009_1,null,38341003_1,3
194785008_1,null,10725009_1,1
73410007,null,,1
1201005_2,null,10725009_1,1
63287004_5,null,1201005_2,1
23717007,null,,1
288250001_3,null,38341003_1,10
698640000,null,,1
48194001_7,null,288250001_3,9
398254007_7,null,48194001_7,5
765182005_15,null,398254007_7,2
16740331000119109,null,,2
41114007_7,null,398254007_7,2
16740331000119109,null,,2
46764007_7,null,398254007_7,1
95605009_10,null,46764007_7,1
16740451000119109,null,,1
67359005,null,,1
698638005,null,,1
40521000119100_9,null,48194001_7,4
16740451000119109,null,,1
765182005_16,null,40521000119100_9,2
16740331000119109,null,,2
48146000_1,null,38341003_1,3
65518004,null,,1
74451002,null,,1
1356877007,null,,1
712832005,null,,1
31992008_1,null,38341003_1,13
871642009,null,,2
194785008_2,null,31992008_1,1
73410007,null,,1
74451002,null,,1
766937004,null,,1
28119000_1,null,31992008_1,8
123799005_1,null,28119000_1,3
73410007,null,,1
1208839002,null,,1
111438007_21,null,28119000_1,3
